startix,ndate,trk,meet,race,raceix,hid,fin,post0,nh1
1541447,20150128,BM,E,10,195099,987044,7,1.0000,7.0000
1541448,20150128,BM,E,11,195100,479074,1,2.0000,7.0000
1541449,20150128,BM,E,11,195100,244655,2,1.0000,7.0000
1541450,20150128,BM,E,11,195100,996704,3,7.0000,7.0000
1541451,20150128,BM,E,11,195100,623928,4,8.0000,7.0000
1541452,20150128,BM,E,11,195100,642375,5,3.0000,7.0000
1541453,20150128,BM,E,11,195100,479274,6,4.0000,7.0000
1541454,20150128,BM,E,11,195100,12210,7,5.0000,7.0000
1541455,20150128,BM,E,12,195101,733219,1,1.0000,8.0000
1541456,20150128,BM,E,12,195101,658055,2,6.0000,8.0000
1541457,20150128,BM,E,12,195101,587369,3,3.0000,8.0000
1541458,20150128,BM,E,12,195101,1765,4,4.0000,8.0000
1541459,20150128,BM,E,12,195101,755914,5,8.0000,8.0000
1541460,20150128,BM,E,12,195101,1294318,6,5.0000,8.0000
1541461,20150128,BM,E,12,195101,845324,7,7.0000,8.0000
1541462,20150128,BM,E,12,195101,257315,8,2.0000,8.0000
1541463,20150128,BM,E,13,195102,230763,1,3.0000,7.0000
1541464,20150128,BM,E,13,195102,990048,2,7.0000,7.0000
1541465,20150128,BM,E,13,195102,325018,3,2.0000,7.0000
1541466,20150128,BM,E,13,195102,567581,4,8.0000,7.0000
1541467,20150128,BM,E,13,195102,841253,5,5.0000,7.0000
1541468,20150128,BM,E,13,195102,286066,6,1.0000,7.0000
1541469,20150128,BM,E,13,195102,952765,7,4.0000,7.0000
1541470,20150128,BR,A,1,195103,924977,1,6.0000,8.0000
1541471,20150128,BR,A,1,195103,571050,2,2.0000,8.0000
1541472,20150128,BR,A,1,195103,528162,3,5.0000,8.0000
1541473,20150128,BR,A,1,195103,418077,4,8.0000,8.0000
1541474,20150128,BR,A,1,195103,361636,5,1.0000,8.0000
1541475,20150128,BR,A,1,195103,832020,6,3.0000,8.0000
1541476,20150128,BR,A,1,195103,654648,7,7.0000,8.0000
1541477,20150128,BR,A,1,195103,102055,8,4.0000,8.0000
1541478,20150128,BR,A,2,195104,354834,1,1.0000,8.0000
1541479,20150128,BR,A,2,195104,402330,2,5.0000,8.0000
1541480,20150128,BR,A,2,195104,723132,3,3.0000,8.0000
1541481,20150128,BR,A,2,195104,704593,4,4.0000,8.0000
1541482,20150128,BR,A,2,195104,486594,5,7.0000,8.0000
1541483,20150128,BR,A,2,195104,782364,6,2.0000,8.0000
1541484,20150128,BR,A,2,195104,195163,7,6.0000,8.0000
1541485,20150128,BR,A,2,195104,435533,8,8.0000,8.0000
1541486,20150128,BR,A,3,195105,375566,1,1.0000,8.0000
1541487,20150128,BR,A,3,195105,1040018,2,3.0000,8.0000
1541488,20150128,BR,A,3,195105,1017061,3,6.0000,8.0000
1541489,20150128,BR,A,3,195105,559877,4,5.0000,8.0000
1541490,20150128,BR,A,3,195105,961907,5,4.0000,8.0000
1541491,20150128,BR,A,3,195105,1025869,6,8.0000,8.0000
1541492,20150128,BR,A,3,195105,356817,7,7.0000,8.0000
1541493,20150128,BR,A,3,195105,878390,8,2.0000,8.0000
1541494,20150128,BR,A,4,195106,925574,1,5.0000,8.0000
1541495,20150128,BR,A,4,195106,1299070,2,4.0000,8.0000
1541496,20150128,BR,A,4,195106,1298490,3,1.0000,8.0000
1541497,20150128,BR,A,4,195106,1094063,4,7.0000,8.0000
1541498,20150128,BR,A,4,195106,1071194,5,2.0000,8.0000
1541499,20150128,BR,A,4,195106,1312946,6,3.0000,8.0000
1541500,20150128,BR,A,4,195106,1081396,7,6.0000,8.0000
1541501,20150128,BR,A,4,195106,1298779,8,8.0000,8.0000
1541502,20150128,BR,A,5,195107,82685,1,8.0000,8.0000
1541503,20150128,BR,A,5,195107,555936,2,5.0000,8.0000
1541504,20150128,BR,A,5,195107,712025,3,2.0000,8.0000
1541505,20150128,BR,A,5,195107,869564,4,3.0000,8.0000
1541506,20150128,BR,A,5,195107,722885,5,4.0000,8.0000
1541507,20150128,BR,A,5,195107,575992,6,6.0000,8.0000
1541508,20150128,BR,A,5,195107,741441,7,7.0000,8.0000
1541509,20150128,BR,A,5,195107,813942,8,1.0000,8.0000
1541510,20150128,BR,A,6,195108,1049009,1,3.0000,7.0000
1541511,20150128,BR,A,6,195108,834014,2,8.0000,7.0000
1541512,20150128,BR,A,6,195108,883304,3,6.0000,7.0000
1541513,20150128,BR,A,6,195108,916228,4,5.0000,7.0000
1541514,20150128,BR,A,6,195108,831467,5,4.0000,7.0000
1541515,20150128,BR,A,6,195108,383157,6,7.0000,7.0000
1541516,20150128,BR,A,6,195108,1077197,7,2.0000,7.0000
1541517,20150128,BR,A,7,195109,947235,1,1.0000,8.0000
1541518,20150128,BR,A,7,195109,955764,2,7.0000,8.0000
1541519,20150128,BR,A,7,195109,1094074,3,2.0000,8.0000
1541520,20150128,BR,A,7,195109,1093835,4,6.0000,8.0000
1541521,20150128,BR,A,7,195109,1077368,5,8.0000,8.0000
1541522,20150128,BR,A,7,195109,996873,6,3.0000,8.0000
1541523,20150128,BR,A,7,195109,1043485,7,4.0000,8.0000
1541524,20150128,BR,A,7,195109,1040103,8,5.0000,8.0000
1541525,20150128,BR,A,8,195110,911054,1,1.0000,8.0000
1541526,20150128,BR,A,8,195110,373745,2,4.0000,8.0000
1541527,20150128,BR,A,8,195110,964800,3,2.0000,8.0000
1541528,20150128,BR,A,8,195110,482948,4,8.0000,8.0000
1541529,20150128,BR,A,8,195110,575876,5,6.0000,8.0000
1541530,20150128,BR,A,8,195110,1000617,6,3.0000,8.0000
1541531,20150128,BR,A,8,195110,791429,7,7.0000,8.0000
1541532,20150128,BR,A,8,195110,831610,8,5.0000,8.0000
1541533,20150128,BR,A,9,195111,758120,1,1.0000,8.0000
1541534,20150128,BR,A,9,195111,527462,2,6.0000,8.0000
1541535,20150128,BR,A,9,195111,888045,3,7.0000,8.0000
1541536,20150128,BR,A,9,195111,863157,4,3.0000,8.0000
1541537,20150128,BR,A,9,195111,1025786,5,2.0000,8.0000
1541538,20150128,BR,A,9,195111,361177,6,4.0000,8.0000
1541539,20150128,BR,A,9,195111,379291,7,8.0000,8.0000
1541540,20150128,BR,A,9,195111,654636,8,5.0000,8.0000
1541541,20150128,BR,A,10,195112,714022,1,7.0000,8.0000
1541542,20150128,BR,A,10,195112,906337,2,1.0000,8.0000
1541543,20150128,BR,A,10,195112,925254,3,6.0000,8.0000
1541544,20150128,BR,A,10,195112,603400,4,3.0000,8.0000
1541545,20150128,BR,A,10,195112,228875,5,8.0000,8.0000
1541546,20150128,BR,A,10,195112,343696,6,5.0000,8.0000
1541547,20150128,BR,A,10,195112,787017,7,2.0000,8.0000
1541548,20150128,BR,A,10,195112,794115,8,4.0000,8.0000
1541549,20150128,BR,A,11,195113,782496,1,4.0000,8.0000
1541550,20150128,BR,A,11,195113,776105,2,8.0000,8.0000
1541551,20150128,BR,A,11,195113,957390,3,7.0000,8.0000
1541552,20150128,BR,A,11,195113,1299066,4,1.0000,8.0000
1541553,20150128,BR,A,11,195113,773521,5,2.0000,8.0000
1541554,20150128,BR,A,11,195113,658479,6,5.0000,8.0000
1541555,20150128,BR,A,11,195113,238277,7,3.0000,8.0000
1541556,20150128,BR,A,11,195113,86974,8,6.0000,8.0000
1541557,20150128,BR,A,12,195114,1026382,1,2.0000,7.0000
1541558,20150128,BR,A,12,195114,925429,2,1.0000,7.0000
1541559,20150128,BR,A,12,195114,776336,3,4.0000,7.0000
1541560,20150128,BR,A,12,195114,878179,4,8.0000,7.0000
1541561,20150128,BR,A,12,195114,335531,5,6.0000,7.0000
1541562,20150128,BR,A,12,195114,201084,6,3.0000,7.0000
1541563,20150128,BR,A,12,195114,321584,7,7.0000,7.0000
1541564,20150128,DB,A,1,195115,482869,1,6.0000,8.0000
1541565,20150128,DB,A,1,195115,251717,2,4.0000,8.0000
1541566,20150128,DB,A,1,195115,569543,3,2.0000,8.0000
1541567,20150128,DB,A,1,195115,849040,4,1.0000,8.0000
1541568,20150128,DB,A,1,195115,804111,5,7.0000,8.0000
1541569,20150128,DB,A,1,195115,1048625,6,5.0000,8.0000
1541570,20150128,DB,A,1,195115,340592,7,8.0000,8.0000
1541571,20150128,DB,A,1,195115,354662,8,3.0000,8.0000
1541572,20150128,DB,A,2,195116,1307618,1,2.0000,8.0000
1541573,20150128,DB,A,2,195116,904578,2,8.0000,8.0000
1541574,20150128,DB,A,2,195116,1057469,3,5.0000,8.0000
1541575,20150128,DB,A,2,195116,952321,4,1.0000,8.0000
1541576,20150128,DB,A,2,195116,1031793,5,4.0000,8.0000
1541577,20150128,DB,A,2,195116,1077037,6,7.0000,8.0000
1541578,20150128,DB,A,2,195116,1298694,7,6.0000,8.0000
1541579,20150128,DB,A,2,195116,1067647,8,3.0000,8.0000
1541580,20150128,DB,A,3,195117,496109,1,4.0000,8.0000
1541581,20150128,DB,A,3,195117,606300,2,2.0000,8.0000
1541582,20150128,DB,A,3,195117,1052537,3,1.0000,8.0000
1541583,20150128,DB,A,3,195117,4231,4,6.0000,8.0000
1541584,20150128,DB,A,3,195117,506364,5,7.0000,8.0000
1541585,20150128,DB,A,3,195117,693129,6,5.0000,8.0000
1541586,20150128,DB,A,3,195117,992221,7,8.0000,8.0000
1541587,20150128,DB,A,3,195117,241425,8,3.0000,8.0000
1541588,20150128,DB,A,4,195118,1008169,1,8.0000,8.0000
1541589,20150128,DB,A,4,195118,717976,2,4.0000,8.0000
1541590,20150128,DB,A,4,195118,895266,3,7.0000,8.0000
1541591,20150128,DB,A,4,195118,691596,4,3.0000,8.0000
1541592,20150128,DB,A,4,195118,771481,5,5.0000,8.0000
1541593,20150128,DB,A,4,195118,607397,6,6.0000,8.0000
1541594,20150128,DB,A,4,195118,585982,7,1.0000,8.0000
1541595,20150128,DB,A,4,195118,559429,8,2.0000,8.0000
1541596,20150128,DB,A,5,195119,1080321,1,6.0000,8.0000
1541597,20150128,DB,A,5,195119,642149,2,8.0000,8.0000
1541598,20150128,DB,A,5,195119,307786,3,7.0000,8.0000
1541599,20150128,DB,A,5,195119,432396,4,5.0000,8.0000
1541600,20150128,DB,A,5,195119,813940,5,1.0000,8.0000
1541601,20150128,DB,A,5,195119,497835,6,2.0000,8.0000
1541602,20150128,DB,A,5,195119,932485,7,3.0000,8.0000
1541603,20150128,DB,A,5,195119,289236,8,4.0000,8.0000
1541604,20150128,DB,A,6,195120,659073,1,7.0000,7.0000
1541605,20150128,DB,A,6,195120,473234,2,4.0000,7.0000
1541606,20150128,DB,A,6,195120,178829,3,1.0000,7.0000
1541607,20150128,DB,A,6,195120,955497,4,5.0000,7.0000
1541608,20150128,DB,A,6,195120,739328,5,6.0000,7.0000
1541609,20150128,DB,A,6,195120,681865,6,3.0000,7.0000
1541610,20150128,DB,A,6,195120,439432,7,2.0000,7.0000
1541611,20150128,DB,A,7,195121,311759,1,6.0000,8.0000
1541612,20150128,DB,A,7,195121,885747,2,1.0000,8.0000
1541613,20150128,DB,A,7,195121,394817,3,5.0000,8.0000
1541614,20150128,DB,A,7,195121,787916,4,4.0000,8.0000
1541615,20150128,DB,A,7,195121,571067,5,7.0000,8.0000
1541616,20150128,DB,A,7,195121,374108,6,8.0000,8.0000
1541617,20150128,DB,A,7,195121,760611,7,2.0000,8.0000
1541618,20150128,DB,A,7,195121,869127,8,3.0000,8.0000
1541619,20150128,DB,A,8,195122,673625,1,3.0000,8.0000
1541620,20150128,DB,A,8,195122,621741,2,6.0000,8.0000
1541621,20150128,DB,A,8,195122,857464,3,7.0000,8.0000
1541622,20150128,DB,A,8,195122,264089,4,5.0000,8.0000
1541623,20150128,DB,A,8,195122,947345,5,1.0000,8.0000
1541624,20150128,DB,A,8,195122,1469,6,8.0000,8.0000
1541625,20150128,DB,A,8,195122,790445,7,2.0000,8.0000
1541626,20150128,DB,A,8,195122,1308045,8,4.0000,8.0000
1541627,20150128,DB,A,9,195123,1031058,1,8.0000,6.0000
1541628,20150128,DB,A,9,195123,1307647,2,4.0000,6.0000
1541629,20150128,DB,A,9,195123,1308189,3,3.0000,6.0000
1541630,20150128,DB,A,9,195123,990519,4,1.0000,6.0000
1541631,20150128,DB,A,9,195123,952378,5,5.0000,6.0000
1541632,20150128,DB,A,9,195123,996751,6,6.0000,6.0000
1541633,20150128,DB,A,10,195124,859214,1,2.0000,8.0000
1541634,20150128,DB,A,10,195124,340863,2,6.0000,8.0000
1541635,20150128,DB,A,10,195124,795159,3,8.0000,8.0000
1541636,20150128,DB,A,10,195124,947225,4,3.0000,8.0000
1541637,20150128,DB,A,10,195124,687979,5,1.0000,8.0000
1541638,20150128,DB,A,10,195124,638209,6,4.0000,8.0000
1541639,20150128,DB,A,10,195124,924471,7,5.0000,8.0000
1541640,20150128,DB,A,10,195124,949597,8,7.0000,8.0000
1541641,20150128,DB,A,11,195125,936165,1,3.0000,8.0000
1541642,20150128,DB,A,11,195125,759187,2,7.0000,8.0000
1541643,20150128,DB,A,11,195125,591488,3,5.0000,8.0000
1541644,20150128,DB,A,11,195125,887618,4,8.0000,8.0000
1541645,20150128,DB,A,11,195125,283006,5,4.0000,8.0000
1541646,20150128,DB,A,11,195125,1081456,6,2.0000,8.0000
1541647,20150128,DB,A,11,195125,841922,7,1.0000,8.0000
1541648,20150128,DB,A,11,195125,481272,8,6.0000,8.0000
1541649,20150128,DB,A,12,195126,249155,1,4.0000,7.0000
1541650,20150128,DB,A,12,195126,435362,2,3.0000,7.0000
1541651,20150128,DB,A,12,195126,364055,3,8.0000,7.0000
1541652,20150128,DB,A,12,195126,308646,4,7.0000,7.0000
1541653,20150128,DB,A,12,195126,498215,5,6.0000,7.0000
1541654,20150128,DB,A,12,195126,862352,6,5.0000,7.0000
1541655,20150128,DB,A,12,195126,252033,7,1.0000,7.0000
1541656,20150128,DB,A,13,195127,79795,1,4.0000,8.0000
1541657,20150128,DB,A,13,195127,526328,2,5.0000,8.0000
1541658,20150128,DB,A,13,195127,786060,3,3.0000,8.0000
1541659,20150128,DB,A,13,195127,940926,4,6.0000,8.0000
1541660,20150128,DB,A,13,195127,994797,5,7.0000,8.0000
1541661,20150128,DB,A,13,195127,182153,6,8.0000,8.0000
1541662,20150128,DB,A,13,195127,280708,7,2.0000,8.0000
1541663,20150128,DB,A,13,195127,914318,8,1.0000,8.0000
1541664,20150128,DB,A,14,195128,814481,1,1.0000,8.0000
1541665,20150128,DB,A,14,195128,751423,2,2.0000,8.0000
1541666,20150128,DB,A,14,195128,859165,3,7.0000,8.0000
1541667,20150128,DB,A,14,195128,571560,4,4.0000,8.0000
1541668,20150128,DB,A,14,195128,546817,5,3.0000,8.0000
1541669,20150128,DB,A,14,195128,934019,6,5.0000,8.0000
1541670,20150128,DB,A,14,195128,703447,7,6.0000,8.0000
1541671,20150128,DB,A,14,195128,992828,8,8.0000,8.0000
1541672,20150128,DB,A,15,195129,406195,1,4.0000,8.0000
1541673,20150128,DB,A,15,195129,854242,2,8.0000,8.0000
1541674,20150128,DB,A,15,195129,214797,3,5.0000,8.0000
1541675,20150128,DB,A,15,195129,222393,4,1.0000,8.0000
1541676,20150128,DB,A,15,195129,360001,5,2.0000,8.0000
1541677,20150128,DB,A,15,195129,823581,6,3.0000,8.0000
1541678,20150128,DB,A,15,195129,758384,7,6.0000,8.0000
1541679,20150128,DB,A,15,195129,731948,8,7.0000,8.0000
1541680,20150128,DB,E,1,195130,1298532,1,5.0000,8.0000
1541681,20150128,DB,E,1,195130,305261,2,3.0000,8.0000
1541682,20150128,DB,E,1,195130,712633,3,2.0000,8.0000
1541683,20150128,DB,E,1,195130,941379,4,1.0000,8.0000
1541684,20150128,DB,E,1,195130,857617,5,4.0000,8.0000
1541685,20150128,DB,E,1,195130,671589,6,8.0000,8.0000
1541686,20150128,DB,E,1,195130,628109,7,6.0000,8.0000
1541687,20150128,DB,E,1,195130,55442,8,7.0000,8.0000
1541688,20150128,DB,E,2,195131,1317429,1,1.0000,8.0000
1541689,20150128,DB,E,2,195131,1058122,2,6.0000,8.0000
1541690,20150128,DB,E,2,195131,1060450,3,4.0000,8.0000
1541691,20150128,DB,E,2,195131,1076551,4,8.0000,8.0000
1541692,20150128,DB,E,2,195131,934201,5,3.0000,8.0000
1541693,20150128,DB,E,2,195131,1067367,6,7.0000,8.0000
1541694,20150128,DB,E,2,195131,1057278,7,5.0000,8.0000
1541695,20150128,DB,E,2,195131,968575,8,2.0000,8.0000
1541696,20150128,DB,E,3,195132,220595,1,8.0000,8.0000
1541697,20150128,DB,E,3,195132,586711,2,5.0000,8.0000
1541698,20150128,DB,E,3,195132,1082011,3,2.0000,8.0000
1541699,20150128,DB,E,3,195132,678846,4,3.0000,8.0000
1541700,20150128,DB,E,3,195132,660913,5,4.0000,8.0000
1541701,20150128,DB,E,3,195132,629387,6,1.0000,8.0000
1541702,20150128,DB,E,3,195132,697519,7,7.0000,8.0000
1541703,20150128,DB,E,3,195132,952431,8,6.0000,8.0000
1541704,20150128,DB,E,4,195133,878079,1,8.0000,8.0000
1541705,20150128,DB,E,4,195133,937481,2,5.0000,8.0000
1541706,20150128,DB,E,4,195133,886560,3,4.0000,8.0000
1541707,20150128,DB,E,4,195133,1081190,4,6.0000,8.0000
1541708,20150128,DB,E,4,195133,294180,5,1.0000,8.0000
1541709,20150128,DB,E,4,195133,707550,6,3.0000,8.0000
1541710,20150128,DB,E,4,195133,832355,7,7.0000,8.0000
1541711,20150128,DB,E,4,195133,584738,8,2.0000,8.0000
1541712,20150128,DB,E,5,195134,790042,1,8.0000,8.0000
1541713,20150128,DB,E,5,195134,804819,2,5.0000,8.0000
1541714,20150128,DB,E,5,195134,299553,3,6.0000,8.0000
1541715,20150128,DB,E,5,195134,388271,4,3.0000,8.0000
1541716,20150128,DB,E,5,195134,373366,5,4.0000,8.0000
1541717,20150128,DB,E,5,195134,698453,6,2.0000,8.0000
1541718,20150128,DB,E,5,195134,1058349,7,1.0000,8.0000
1541719,20150128,DB,E,5,195134,838911,8,7.0000,8.0000
1541720,20150128,DB,E,6,195135,803460,1,1.0000,8.0000
1541721,20150128,DB,E,6,195135,209221,2,5.0000,8.0000
1541722,20150128,DB,E,6,195135,258253,3,7.0000,8.0000
1541723,20150128,DB,E,6,195135,979313,4,2.0000,8.0000
1541724,20150128,DB,E,6,195135,1012881,5,3.0000,8.0000
1541725,20150128,DB,E,6,195135,529618,6,4.0000,8.0000
1541726,20150128,DB,E,6,195135,507117,7,6.0000,8.0000
1541727,20150128,DB,E,6,195135,285307,8,8.0000,8.0000
1541728,20150128,DB,E,7,195136,348946,1,1.0000,8.0000
1541729,20150128,DB,E,7,195136,582641,2,5.0000,8.0000
1541730,20150128,DB,E,7,195136,786451,3,2.0000,8.0000
1541731,20150128,DB,E,7,195136,339360,4,4.0000,8.0000
1541732,20150128,DB,E,7,195136,890924,5,8.0000,8.0000
1541733,20150128,DB,E,7,195136,883428,6,7.0000,8.0000
1541734,20150128,DB,E,7,195136,559715,7,3.0000,8.0000
1541735,20150128,DB,E,7,195136,965098,8,6.0000,8.0000
1541736,20150128,DB,E,8,195137,1030727,1,1.0000,8.0000
1541737,20150128,DB,E,8,195137,65996,2,4.0000,8.0000
1541738,20150128,DB,E,8,195137,682682,3,5.0000,8.0000
1541739,20150128,DB,E,8,195137,38441,4,3.0000,8.0000
1541740,20150128,DB,E,8,195137,979633,5,7.0000,8.0000
1541741,20150128,DB,E,8,195137,742856,6,2.0000,8.0000
1541742,20150128,DB,E,8,195137,909005,7,6.0000,8.0000
1541743,20150128,DB,E,8,195137,590209,8,8.0000,8.0000
1541744,20150128,DB,E,9,195138,347876,1,5.0000,8.0000
1541745,20150128,DB,E,9,195138,914321,2,1.0000,8.0000
1541746,20150128,DB,E,9,195138,403795,3,3.0000,8.0000
1541747,20150128,DB,E,9,195138,402777,4,6.0000,8.0000
1541748,20150128,DB,E,9,195138,607283,5,8.0000,8.0000
1541749,20150128,DB,E,9,195138,469774,6,7.0000,8.0000
1541750,20150128,DB,E,9,195138,923074,7,4.0000,8.0000
1541751,20150128,DB,E,9,195138,630071,8,2.0000,8.0000
1541752,20150128,DB,E,10,195139,1057871,1,8.0000,8.0000
1541753,20150128,DB,E,10,195139,489304,2,4.0000,8.0000
1541754,20150128,DB,E,10,195139,376353,3,7.0000,8.0000
1541755,20150128,DB,E,10,195139,654896,4,1.0000,8.0000
1541756,20150128,DB,E,10,195139,897848,5,5.0000,8.0000
1541757,20150128,DB,E,10,195139,712620,6,2.0000,8.0000
1541758,20150128,DB,E,10,195139,586094,7,6.0000,8.0000
1541759,20150128,DB,E,10,195139,832257,8,3.0000,8.0000
1541760,20150128,DB,E,11,195140,1076908,1,5.0000,7.0000
1541761,20150128,DB,E,11,195140,582363,2,8.0000,7.0000
1541762,20150128,DB,E,11,195140,914185,3,1.0000,7.0000
1541763,20150128,DB,E,11,195140,566373,4,6.0000,7.0000
1541764,20150128,DB,E,11,195140,407511,5,4.0000,7.0000
1541765,20150128,DB,E,11,195140,307948,6,7.0000,7.0000
1541766,20150128,DB,E,11,195140,682625,7,3.0000,7.0000
1541767,20150128,DB,E,12,195141,927249,1,7.0000,8.0000
1541768,20150128,DB,E,12,195141,952403,2,2.0000,8.0000
1541769,20150128,DB,E,12,195141,286230,3,5.0000,8.0000
1541770,20150128,DB,E,12,195141,890276,4,1.0000,8.0000
1541771,20150128,DB,E,12,195141,831392,5,3.0000,8.0000
1541772,20150128,DB,E,12,195141,552216,6,8.0000,8.0000
1541773,20150128,DB,E,12,195141,408488,7,4.0000,8.0000
1541774,20150128,DB,E,12,195141,503942,8,6.0000,8.0000
1541775,20150128,DB,E,13,195142,929669,1,4.0000,8.0000
1541776,20150128,DB,E,13,195142,653379,2,2.0000,8.0000
1541777,20150128,DB,E,13,195142,534389,3,8.0000,8.0000
1541778,20150128,DB,E,13,195142,1031295,4,5.0000,8.0000
1541779,20150128,DB,E,13,195142,794712,5,6.0000,8.0000
1541780,20150128,DB,E,13,195142,776050,6,3.0000,8.0000
1541781,20150128,DB,E,13,195142,966429,7,1.0000,8.0000
1541782,20150128,DB,E,13,195142,816788,8,7.0000,8.0000
1541783,20150128,DB,E,14,195143,547863,1,2.0000,8.0000
1541784,20150128,DB,E,14,195143,714143,2,6.0000,8.0000
1541785,20150128,DB,E,14,195143,602552,3,5.0000,8.0000
1541786,20150128,DB,E,14,195143,290970,4,4.0000,8.0000
1541787,20150128,DB,E,14,195143,472240,5,7.0000,8.0000
1541788,20150128,DB,E,14,195143,555802,6,1.0000,8.0000
1541789,20150128,DB,E,14,195143,867924,7,8.0000,8.0000
1541790,20150128,DB,E,14,195143,947843,8,3.0000,8.0000
1541791,20150128,DB,E,15,195144,798721,1,8.0000,8.0000
1541792,20150128,DB,E,15,195144,798659,2,7.0000,8.0000
1541793,20150128,DB,E,15,195144,817842,3,2.0000,8.0000
1541794,20150128,DB,E,15,195144,952016,4,6.0000,8.0000
1541795,20150128,DB,E,15,195144,759050,5,1.0000,8.0000
1541796,20150128,DB,E,15,195144,582994,6,3.0000,8.0000
1541797,20150128,DB,E,15,195144,142806,7,5.0000,8.0000
1541798,20150128,DB,E,15,195144,787016,8,4.0000,8.0000
1541799,20150128,GG,A,1,195145,977532,1,2.0000,8.0000
1541800,20150128,GG,A,1,195145,1297059,2,8.0000,8.0000
1541801,20150128,GG,A,1,195145,1052105,3,4.0000,8.0000
1541802,20150128,GG,A,1,195145,986606,4,3.0000,8.0000
1541803,20150128,GG,A,1,195145,1020364,5,5.0000,8.0000
1541804,20150128,GG,A,1,195145,1047173,6,6.0000,8.0000
1541805,20150128,GG,A,1,195145,1084248,7,1.0000,8.0000
1541806,20150128,GG,A,1,195145,1297230,8,7.0000,8.0000
1541807,20150128,GG,A,2,195146,999544,1,7.0000,8.0000
1541808,20150128,GG,A,2,195146,1042256,2,8.0000,8.0000
1541809,20150128,GG,A,2,195146,1029166,3,5.0000,8.0000
1541810,20150128,GG,A,2,195146,900053,4,6.0000,8.0000
1541811,20150128,GG,A,2,195146,1007873,5,1.0000,8.0000
1541812,20150128,GG,A,2,195146,1310500,6,4.0000,8.0000
1541813,20150128,GG,A,2,195146,1075662,7,3.0000,8.0000
1541814,20150128,GG,A,2,195146,1055834,8,2.0000,8.0000
1541815,20150128,GG,A,3,195147,7299,1,3.0000,8.0000
1541816,20150128,GG,A,3,195147,373468,2,8.0000,8.0000
1541817,20150128,GG,A,3,195147,871463,3,5.0000,8.0000
1541818,20150128,GG,A,3,195147,309163,4,1.0000,8.0000
1541819,20150128,GG,A,3,195147,338303,5,6.0000,8.0000
1541820,20150128,GG,A,3,195147,820977,6,4.0000,8.0000
1541821,20150128,GG,A,3,195147,275756,7,2.0000,8.0000
1541822,20150128,GG,A,3,195147,340495,8,7.0000,8.0000
1541823,20150128,GG,A,4,195148,1310315,1,3.0000,8.0000
1541824,20150128,GG,A,4,195148,1016394,2,7.0000,8.0000
1541825,20150128,GG,A,4,195148,1069535,3,4.0000,8.0000
1541826,20150128,GG,A,4,195148,1079814,4,8.0000,8.0000
1541827,20150128,GG,A,4,195148,1297042,5,5.0000,8.0000
1541828,20150128,GG,A,4,195148,1029261,6,2.0000,8.0000
1541829,20150128,GG,A,4,195148,1061012,7,1.0000,8.0000
1541830,20150128,GG,A,4,195148,1301558,8,6.0000,8.0000
1541831,20150128,GG,A,5,195149,848429,1,4.0000,8.0000
1541832,20150128,GG,A,5,195149,559501,2,8.0000,8.0000
1541833,20150128,GG,A,5,195149,351471,3,2.0000,8.0000
1541834,20150128,GG,A,5,195149,562614,4,6.0000,8.0000
1541835,20150128,GG,A,5,195149,758287,5,7.0000,8.0000
1541836,20150128,GG,A,5,195149,399812,6,5.0000,8.0000
1541837,20150128,GG,A,5,195149,377123,7,3.0000,8.0000
1541838,20150128,GG,A,5,195149,314252,8,1.0000,8.0000
1541839,20150128,GG,A,6,195150,1036267,1,1.0000,8.0000
1541840,20150128,GG,A,6,195150,999041,2,4.0000,8.0000
1541841,20150128,GG,A,6,195150,1042074,3,8.0000,8.0000
1541842,20150128,GG,A,6,195150,1029726,4,7.0000,8.0000
1541843,20150128,GG,A,6,195150,1041977,5,6.0000,8.0000
1541844,20150128,GG,A,6,195150,1029677,6,2.0000,8.0000
1541845,20150128,GG,A,6,195150,1029538,7,3.0000,8.0000
1541846,20150128,GG,A,6,195150,1075229,8,5.0000,8.0000
1541847,20150128,GG,A,7,195151,848628,1,5.0000,8.0000
1541848,20150128,GG,A,7,195151,141506,2,8.0000,8.0000
1541849,20150128,GG,A,7,195151,1029791,3,3.0000,8.0000
1541850,20150128,GG,A,7,195151,959797,4,7.0000,8.0000
1541851,20150128,GG,A,7,195151,487102,5,2.0000,8.0000
1541852,20150128,GG,A,7,195151,955184,6,6.0000,8.0000
1541853,20150128,GG,A,7,195151,678554,7,4.0000,8.0000
1541854,20150128,GG,A,7,195151,537873,8,1.0000,8.0000
1541855,20150128,GG,A,8,195152,414767,1,5.0000,8.0000
1541856,20150128,GG,A,8,195152,950703,2,3.0000,8.0000
1541857,20150128,GG,A,8,195152,717406,3,4.0000,8.0000
1541858,20150128,GG,A,8,195152,790307,4,1.0000,8.0000
1541859,20150128,GG,A,8,195152,811806,5,8.0000,8.0000
1541860,20150128,GG,A,8,195152,754718,6,7.0000,8.0000
1541861,20150128,GG,A,8,195152,744411,7,2.0000,8.0000
1541862,20150128,GG,A,8,195152,969363,8,6.0000,8.0000
1541863,20150128,GG,A,9,195153,906826,1,7.0000,8.0000
1541864,20150128,GG,A,9,195153,430735,2,1.0000,8.0000
1541865,20150128,GG,A,9,195153,542997,3,5.0000,8.0000
1541866,20150128,GG,A,9,195153,986642,4,2.0000,8.0000
